itemID,itemValue,timestamp
47791,13840000.0,2021-06-21 17:09:23.511503
48121,100000.0,2021-06-21 17:09:23.511503
47975,32150.0,2021-06-21 17:09:23.511503
48112,35840.0,2021-06-21 17:09:23.511503
